adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
154,0,2,Canceled,6/30/2015,Jessica Anderson,Jessica_Anderson@yahoo.com,343-139-3208,************1560
120.6,0,0,Canceled,6/11/2015,Robert Navarro,RNavarro@protonmail.com,383-715-7728,************9038
280.74,1,0,Check-Out,7/30/2015,Margaret Cunningham,MCunningham18@att.com,606-060-3938,************4269
193,0,1,Check-Out,8/3/2015,Jason Taylor,Jason_Taylor@xfinity.com,834-598-2553,************5145
146.67,0,2,Canceled,7/6/2015,Anthony Lane,Anthony_Lane@yandex.com,551-439-3252,************2637
154,0,2,Canceled,6/30/2015,Samuel Cooper,Samuel_C@aol.com,742-011-8977,************5166
154.5,0,0,Canceled,6/9/2015,Mr. Sean Wilcox DVM,Mr._DVM@att.com,734-058-6523,************4934
120.6,0,0,Canceled,6/11/2015,Ashley Morgan MD,AshleyMD@yandex.com,403-040-8855,************1676
137.8,0,0,Canceled,6/8/2015,Barry Green,BGreen53@verizon.com,374-933-0251,************1472
160,1,3,Check-Out,8/8/2015,Terry Thomas,TerryThomas41@hotmail.com,913-113-4501,************2532
125.89,0,1,Check-Out,8/8/2015,Leslie Stout,LStout@att.com,647-572-3297,************9011
125.89,0,1,Check-Out,8/8/2015,Brandon Anderson,Brandon_A@yahoo.com,957-743-1826,************7739
126.71,0,0,Canceled,6/24/2015,Stephanie Bradford,Stephanie.B@yahoo.com,826-081-9737,************5727
0,0,0,Check-Out,7/31/2015,Dustin Taylor,DTaylor@mail.com,105-980-8487,************6105
0,1,0,Check-Out,7/31/2015,Maria Jones,Maria.Jones@gmail.com,302-131-5057,************4306
188,0,0,Check-Out,8/1/2015,Ronald West,Ronald.West@att.com,798-960-1110,************4636
153,0,2,Canceled,7/6/2015,Bryce Burch,Bryce.B24@mail.com,360-805-3018,************3344
173,0,3,Canceled,7/16/2015,Joseph Webster,Joseph.Webster@zoho.com,656-379-6102,************7315
173,0,3,Canceled,7/16/2015,Barbara Morris,Barbara_M70@protonmail.com,249-347-1834,************1750
120,0,1,Check-Out,8/2/2015,Jessica Armstrong,Armstrong_Jessica@att.com,388-355-5572,************9685
154.8,0,3,Canceled,7/31/2015,Michael Roberson,Michael.Roberson@comcast.net,516-864-3611,************9711
192,0,2,Check-Out,8/2/2015,Alec Woods,Alec.W@verizon.com,609-087-3652,************2581
153,0,0,Canceled,7/6/2015,Jesus Dorsey,Jesus.D@hotmail.com,898-234-3246,************5196
120.6,0,1,Canceled,6/16/2015,Adam Lyons,Adam.L@comcast.net,257-582-0551,************2026
192,1,2,Check-Out,8/2/2015,Billy Waller,Waller.Billy@xfinity.com,785-171-9796,************3649
120.6,0,0,Canceled,7/21/2015,Denise Johnson,DJohnson92@comcast.net,958-018-7014,************4497
164,0,2,Canceled,7/13/2015,Brenda Adams,Adams.Brenda@outlook.com,997-584-2803,************5186
219.5,0,0,Check-Out,8/2/2015,Teresa Davis,Davis_Teresa@xfinity.com,440-823-0532,************9808
192.5,0,1,Check-Out,8/2/2015,Amanda Martinez,Amanda.M@gmail.com,879-495-1469,************8342
149.7,0,1,Canceled,7/15/2015,Donald Martinez,Martinez_Donald@protonmail.com,147-430-9345,************1023
111.92,0,0,Canceled,7/14/2015,Joshua Lopez,JLopez30@xfinity.com,472-422-0459,************3737
120.6,0,1,Canceled,7/11/2015,Wendy Young,Wendy.Young92@protonmail.com,986-876-4404,************8516
149.7,0,1,Canceled,7/15/2015,Wesley Mejia,Wesley_Mejia73@gmail.com,264-850-1523,************1110
173,0,3,Canceled,7/15/2015,Alex Thomas,Thomas.Alex81@yahoo.com,732-997-3969,************3570
112,0,1,Canceled,7/14/2015,Robert Jones,Robert.Jones@aol.com,597-396-8892,************3572
57.6,0,0,Check-Out,8/4/2015,Meagan Gonzalez,Gonzalez_Meagan43@mail.com,495-280-4412,************8804
214,1,0,Check-Out,8/4/2015,Matthew Rivera,MRivera@yahoo.com,617-709-9598,************6934
172,0,0,Canceled,7/9/2015,Cameron Hunt,Hunt_Cameron@yahoo.com,779-594-5356,************7926
157.8,0,0,Check-Out,8/5/2015,Ryan Flores,RyanFlores42@outlook.com,936-225-8407,************3077
170.33,1,1,Check-Out,8/6/2015,Sabrina Walker,Walker.Sabrina@mail.com,812-064-9296,************3395
119.25,0,0,Check-Out,8/10/2015,Amanda Mckinney,Amanda.Mckinney@xfinity.com,578-438-0820,************3432
96.3,0,0,Check-Out,8/3/2015,Debra Franco,DFranco@yahoo.com,678-474-7635,************5320
118.06,0,0,Canceled,5/12/2015,Paul Wilson,Wilson.Paul@yahoo.com,170-353-5420,************6455
118.06,0,0,Canceled,5/12/2015,William Miranda,William.M78@hotmail.com,142-296-9037,************5066
154,0,0,Canceled,5/4/2015,Laura Watson,Laura_W94@verizon.com,728-157-6959,************2916
202,0,0,Canceled,7/29/2015,Michael Sanchez,Michael.S16@verizon.com,474-233-0704,************9778
134,0,2,Canceled,7/16/2015,Robin Kelly,Robin_K@aol.com,478-099-5822,************8260
202,0,0,Canceled,7/29/2015,Elizabeth Reed,ElizabethReed40@mail.com,173-031-2273,************3551
252,0,0,Canceled,7/29/2015,Deborah Edwards,Deborah_E94@hotmail.com,126-531-6768,************6483
233,0,1,Canceled,7/16/2015,Andrew Hill,AHill@yandex.com,966-768-6280,************8420
211,0,2,Check-Out,8/2/2015,Stephen Levy,StephenLevy@protonmail.com,289-900-1544,************2830
211,0,2,Canceled,7/31/2015,Paul Diaz,Paul_Diaz17@gmail.com,332-763-7118,************5775
237,0,1,Canceled,7/29/2015,Julia Bell,JBell90@comcast.net,347-668-5713,************2400
188.29,0,2,Check-Out,8/8/2015,Jaime Hamilton,Jaime.Hamilton@yandex.com,440-628-3816,************9229
120.6,0,1,Canceled,6/6/2015,Meredith Pugh,Meredith.Pugh@yandex.com,795-894-1641,************9899
177.14,0,0,Canceled,7/15/2015,Robert Henry,Robert.Henry@verizon.com,370-357-0760,************5674
222.14,0,0,Canceled,6/11/2015,Matthew Mendoza,MatthewMendoza33@aol.com,334-620-4141,************1874
127.82,0,2,Canceled,5/22/2015,Tabitha Webb,Webb_Tabitha@mail.com,755-455-7142,************8102
194.14,0,0,Canceled,5/19/2015,David Fuller,DavidFuller@comcast.net,784-151-2886,************2637
120.6,0,2,Canceled,5/19/2015,Lindsey Dennis,Lindsey.Dennis@outlook.com,105-518-9921,************1658
144.53,0,3,Canceled,6/6/2015,Emily Williams,Emily.Williams@verizon.com,682-879-4911,************5842
185,1,4,Check-Out,8/8/2015,John Wyatt,John.Wyatt@att.com,722-068-9547,************2572
96.3,0,0,Canceled,5/22/2015,Kevin Diaz,Kevin_Diaz22@zoho.com,112-808-6843,************4388
193.13,0,0,Check-Out,8/9/2015,Richard Nolan,Richard_Nolan@att.com,406-264-2714,************2578
210.78,0,0,Canceled,6/16/2015,Robin Stone,RobinStone@comcast.net,471-566-9390,************5321
169,0,1,Canceled,7/21/2015,Jordan Peterson,JPeterson24@comcast.net,349-597-7326,************1793
174.7,0,3,Canceled,7/22/2015,Elizabeth Valentine,Elizabeth.Valentine@outlook.com,137-538-6959,************8344
135.53,0,0,Canceled,7/7/2015,Christopher Reyes,Christopher.Reyes@yahoo.com,230-794-1159,************2237
172,0,0,Check-Out,8/15/2015,Kyle Fleming,Fleming_Kyle@hotmail.com,243-451-4646,************3688
144,0,2,Canceled,7/8/2015,Janice Boyle,Janice.B67@xfinity.com,210-692-8186,************4551
162.5,0,1,Canceled,8/1/2015,Bryan Perez,Perez_Bryan96@comcast.net,599-303-8883,************8518
209.6,0,2,Canceled,6/29/2015,Dale Arnold,Dale.Arnold@gmail.com,138-367-9153,************6531
209.6,0,2,Canceled,6/29/2015,Jamie Hernandez,Jamie_H@verizon.com,951-160-2554,************2646
195.5,1,1,Check-Out,8/9/2015,Anthony Bryant,Anthony.Bryant@outlook.com,468-126-7844,************5708
186,1,4,Check-Out,8/8/2015,Amy Cole,Amy_C24@verizon.com,292-723-7982,************3379
163.5,0,1,Check-Out,8/8/2015,Connie Nichols,Connie.N69@gmail.com,271-430-3194,************2300
180.28,0,0,Check-Out,8/9/2015,Kelly Harrison,Kelly.H@protonmail.com,788-739-1949,************4524
174.76,1,1,Check-Out,8/9/2015,Joseph Simpson,JSimpson@yahoo.com,729-060-3613,************9424
116.85,0,0,Check-Out,8/11/2015,Jessica Hendricks,Jessica.H85@xfinity.com,217-529-6966,************9926
159,0,0,Check-Out,8/9/2015,James Underwood,James.U@xfinity.com,407-284-6722,************7784
104.55,0,0,Canceled,4/23/2015,Spencer Harrington,SHarrington@zoho.com,866-244-6202,************9189
0,0,0,Check-Out,8/3/2015,Jessica West,Jessica_West@yahoo.com,542-966-2749,************4002
144.76,0,0,Check-Out,8/4/2015,Tyler Stevens,TylerStevens@xfinity.com,895-577-8863,************7801
205,0,0,Canceled,6/17/2015,Zoe Medina,ZoeMedina16@zoho.com,136-638-8262,************5281
123,0,0,Canceled,7/18/2015,Mikayla Smith,Mikayla_Smith@comcast.net,997-635-3137,************7453
173,0,0,Canceled,7/13/2015,April Pitts,April.Pitts@xfinity.com,325-529-0270,************1138
220.55,0,0,Canceled,7/24/2015,Lindsey David,Lindsey.David@mail.com,841-960-5263,************9537
162.14,0,1,Check-Out,8/10/2015,Kyle Brown,KyleBrown@comcast.net,113-558-3513,************2883
119.7,0,1,Canceled,3/28/2015,Sophia Nicholson,Sophia_N@mail.com,183-940-6722,************9745
77.54,0,0,Check-Out,8/10/2015,Monica Miller,Monica.Miller11@yandex.com,332-434-0675,************6525
120.6,0,0,Canceled,7/6/2015,Maria Carlson,MariaCarlson@gmail.com,123-538-7591,************6035
153,0,0,Canceled,7/23/2015,Brittany Simon,BrittanySimon48@aol.com,152-034-2762,************2193
0,0,1,Check-Out,8/4/2015,Michael Welch,Michael_Welch@mail.com,647-424-5943,************7453
0,0,2,Check-Out,8/4/2015,Anthony Wise,Wise_Anthony@comcast.net,209-205-5552,************7622
172,0,0,Check-Out,8/5/2015,Kelly Garrett,Kelly.Garrett11@protonmail.com,664-072-7155,************8457
221,0,0,Canceled,7/29/2015,Stephen Sutton,Stephen_S13@att.com,761-575-7953,************9389
153,0,0,Canceled,7/6/2015,Matthew Murphy,MMurphy@xfinity.com,466-881-4950,************2689
230.5,0,2,Check-Out,8/8/2015,Jeffrey Woods,Jeffrey_W@zoho.com,340-507-6937,************3124
230.5,1,2,Check-Out,8/8/2015,John Davis,John_Davis@gmail.com,888-106-4448,************1458
211,0,1,Canceled,7/21/2015,Jeffrey King,Jeffrey_K@gmail.com,952-422-4705,************6113
241,0,2,Check-Out,8/9/2015,Megan Jefferson,Megan.J@yahoo.com,826-524-4328,************2124
211,0,1,Canceled,7/25/2015,Larry Irwin,Irwin.Larry@gmail.com,242-547-9960,************5530
90.95,1,0,Check-Out,8/11/2015,Carla Smith,Carla_S99@verizon.com,322-126-3086,************4741
188.29,0,2,Check-Out,8/11/2015,Heather Hebert,Hebert.Heather@zoho.com,132-055-9757,************4508
90.95,0,0,Check-Out,8/11/2015,Jerome Martinez,Martinez_Jerome@yandex.com,743-798-6199,************5397
187.8,0,1,Check-Out,8/14/2015,Christopher Graham,Graham_Christopher@outlook.com,255-177-2629,************5486
0,0,2,Check-Out,8/5/2015,Tammy Howard,TammyHoward@outlook.com,292-792-7993,************8909
0,0,0,Check-Out,8/5/2015,Kelly Flores,Kelly_Flores27@yandex.com,512-224-1701,************4592
172,0,1,Canceled,8/5/2015,Brandon Chandler,Chandler_Brandon@att.com,840-988-1633,************5534
171.9,0,0,Check-Out,8/6/2015,Mark Thornton,Thornton.Mark23@yandex.com,795-852-5506,************9887
200,0,0,Check-Out,8/6/2015,Justin Potter,Justin.P@mail.com,283-678-0443,************4806
149.4,0,0,Canceled,7/4/2015,Benjamin Martinez,Benjamin_Martinez@gmail.com,208-765-8816,************2194
154,0,1,Canceled,6/15/2015,Carol Yates,Yates_Carol@verizon.com,263-807-2945,************9877
148.25,1,0,Check-Out,8/9/2015,Joseph Figueroa,Joseph_F@yandex.com,314-617-1446,************7120
172,0,1,Check-Out,8/9/2015,Benjamin Castro,Castro_Benjamin@aol.com,169-706-2095,************4080
183,0,0,Canceled,7/23/2015,Glenn Bruce,Glenn.B@yahoo.com,238-716-1253,************3927
242.6,0,1,Canceled,7/22/2015,Samantha Taylor,Taylor.Samantha@zoho.com,683-725-0964,************5138
172,0,2,Check-Out,8/9/2015,Mary Lawson,Lawson_Mary@outlook.com,299-828-9843,************2220
168.71,0,3,Check-Out,8/12/2015,Ryan Gibson,RGibson92@att.com,768-298-6720,************4232
166,0,0,Canceled,4/22/2015,Amy Reed,Reed_Amy@yahoo.com,128-389-2637,************9653
112,0,0,Canceled,6/5/2015,Luis Cole,Cole_Luis12@gmail.com,177-613-0266,************3464
172,0,0,Check-Out,8/7/2015,Cheyenne Price,Cheyenne_P24@yahoo.com,893-724-0495,************3251
120.6,0,0,Canceled,5/20/2015,Rebecca Ward,Rebecca.W81@zoho.com,514-197-0819,************4023
126,0,1,Check-Out,8/9/2015,Paul Gutierrez,Paul_Gutierrez34@comcast.net,340-913-0803,************4343
268,1,1,Check-Out,8/9/2015,David Riley,David.Riley@protonmail.com,434-955-2432,************7223
173,0,0,Check-Out,8/10/2015,Kellie Yates,KellieYates@verizon.com,468-173-0781,************8891
149.2,0,0,Check-Out,8/11/2015,Barry Hill,BHill@hotmail.com,486-928-1643,************7020
217.2,1,4,Check-Out,8/11/2015,Alexandria Lindsey,Lindsey_Alexandria14@gmail.com,648-279-8407,************3044
239.3,0,1,Canceled,7/21/2015,Robert Bowers,Robert.B@aol.com,649-488-9376,************1781
181.5,0,3,Check-Out,8/12/2015,Matthew Perry,Perry.Matthew17@hotmail.com,757-976-7843,************4089
154,0,2,Check-Out,8/14/2015,Christopher Zhang,CZhang61@outlook.com,266-076-1903,************7808
173,0,0,Check-Out,8/14/2015,Nancy Vasquez,Nancy_Vasquez55@verizon.com,751-318-4701,************3265
181.9,0,3,Check-Out,8/16/2015,Jason Meyer,JasonMeyer@protonmail.com,693-367-9537,************3488
0,0,2,Check-Out,8/7/2015,Anthony James,Anthony_J@comcast.net,964-190-7428,************6865
114,0,0,Check-Out,8/8/2015,Scott Mccoy,Scott.Mccoy@mail.com,350-605-2526,************5258
267,0,0,Canceled,6/22/2015,Christine Turner,CTurner91@aol.com,416-405-3761,************3463
226,0,4,Check-Out,8/9/2015,Jessica Anderson,Anderson.Jessica@outlook.com,297-735-3046,************5445
173,0,0,Canceled,7/27/2015,Natalie Jimenez,NJimenez@yahoo.com,432-862-9407,************5782
211,0,1,Check-Out,8/9/2015,Mrs. Brittney Sanders,Mrs._S@comcast.net,169-434-7331,************8917
191,0,3,Check-Out,8/9/2015,Jason Anderson,Jason_Anderson17@yandex.com,862-842-7304,************9555
173,0,0,Canceled,6/22/2015,Justin Richardson,Justin.R@mail.com,462-157-9724,************2442
173,0,1,Check-Out,8/10/2015,Kerri Ellis,KerriEllis40@yahoo.com,212-112-4967,************4088
277.5,0,2,Canceled,8/4/2015,Jeffrey Martinez,Jeffrey_Martinez@zoho.com,841-235-6424,************6965
134,0,2,Check-Out,8/11/2015,Barbara Thomas,Thomas.Barbara77@comcast.net,129-318-9391,************6450
153,0,0,Canceled,7/14/2015,Mercedes Ellis,Mercedes.Ellis@yahoo.com,341-558-8479,************7309
186,0,1,Canceled,4/13/2015,Dustin Williams,Williams_Dustin26@comcast.net,650-507-9645,************1929
107.2,0,2,Check-Out,8/11/2015,Emma Jones,Emma.J@att.com,839-634-7620,************7084
221,0,2,Check-Out,8/12/2015,Daniel Harper,Daniel.H@yahoo.com,940-240-9845,************9075
202,0,0,Canceled,6/27/2015,Robert King DDS,Robert.DDS@protonmail.com,997-907-2991,************2294
169,0,0,Canceled,7/9/2015,Mary Edwards,Mary_E@gmail.com,817-454-6179,************3788
133.5,1,2,Check-Out,8/14/2015,Amanda Page,Amanda_Page40@verizon.com,341-956-1573,************5478
154.38,0,1,Canceled,5/14/2015,Melissa Jones,Jones.Melissa@yandex.com,271-777-2316,************4406
154.38,0,1,Canceled,5/14/2015,David Smith,DavidSmith88@yahoo.com,449-655-0210,************7808
205,0,2,Check-Out,8/14/2015,Daniel Martinez,Daniel.M69@comcast.net,562-832-7670,************7009
121.39,1,1,Check-Out,8/16/2015,Madison Castillo,Castillo_Madison@comcast.net,718-619-7607,************1998
171.9,1,0,Check-Out,8/9/2015,Jennifer Watts,Jennifer.Watts@yahoo.com,517-812-5292,************3303
164,0,1,Canceled,7/27/2015,Kimberly Berger,KimberlyBerger95@outlook.com,513-487-6954,************4856
134,0,1,Canceled,7/9/2015,Jerry Frank,JFrank@mail.com,515-294-1739,************3923
250,0,1,Check-Out,8/10/2015,Deborah Morgan,Morgan_Deborah69@protonmail.com,520-317-9678,************3197
208,1,1,Check-Out,8/10/2015,Susan Santos,Susan.Santos@outlook.com,787-080-2827,************4500
181,0,0,Canceled,6/12/2015,Brandon Rangel,Rangel_Brandon@hotmail.com,738-933-3110,************4501
172,0,3,Check-Out,8/11/2015,Virginia Thompson,Thompson_Virginia@att.com,740-003-6344,************6375
157.59,0,1,Check-Out,8/11/2015,Christopher Grant,Christopher.Grant66@hotmail.com,274-630-7249,************7932
211.75,1,3,Check-Out,8/12/2015,Shelby Gardner,SGardner64@gmail.com,357-818-7739,************6205
246,0,1,Check-Out,8/12/2015,Michael Walker,Michael_W@hotmail.com,442-574-5406,************8738
108.54,0,1,Canceled,4/6/2015,Sarah Becker,SarahBecker96@xfinity.com,740-542-2955,************4913
186,0,0,Canceled,6/17/2015,Mark Berry,Mark.B43@zoho.com,965-901-1865,************7536
205,0,1,Canceled,6/22/2015,Shannon Jackson,Shannon_J@comcast.net,683-540-5586,************6325
154,0,1,Canceled,5/19/2015,Nicole Thomas,NThomas54@xfinity.com,865-606-1222,************6923
200.71,0,0,No-Show,8/8/2015,Jamie Reyes,JReyes@comcast.net,795-887-2995,************2786
252,1,1,Check-Out,8/15/2015,Brittany Stewart,Brittany.S@zoho.com,555-873-6888,************7835
135.2,0,0,Canceled,7/27/2015,Jenny White,White.Jenny@hotmail.com,985-669-6773,************2360
276.43,1,3,Check-Out,8/15/2015,David Elliott,David_E80@hotmail.com,669-732-9306,************4590
228,0,0,Canceled,8/8/2015,Amy Hall,Amy_H50@hotmail.com,793-799-9491,************7366
133,1,2,Check-Out,8/15/2015,Thomas Stephens Jr.,Thomas.J@outlook.com,363-119-7579,************9145
205,0,1,Canceled,6/22/2015,Isabella Moore,IsabellaMoore@hotmail.com,369-447-2354,************3677
134,0,2,Canceled,5/16/2015,Brittany Riley,Riley.Brittany38@protonmail.com,814-906-8978,************8722
119.7,0,1,Canceled,8/8/2015,Timothy Rangel,Rangel.Timothy@zoho.com,238-423-5304,************2050
90.95,0,1,Check-Out,8/15/2015,Katherine Miller,KatherineMiller68@att.com,711-854-0281,************9559
138,0,0,Check-Out,8/15/2015,Joel Ball,JBall98@hotmail.com,804-266-6202,************4096
134,0,1,Canceled,5/14/2015,Kyle Lynch,Kyle_Lynch69@att.com,192-714-9819,************7438
173,0,0,Canceled,7/20/2015,Patricia Coleman,Patricia.Coleman@outlook.com,264-195-0004,************2862
165.69,1,0,Check-Out,8/21/2015,Eileen Rivera,EileenRivera@hotmail.com,155-629-6379,************5560
195,0,0,Check-Out,8/10/2015,Jose Bradley,Jose.Bradley@zoho.com,529-511-6356,************3859
127.31,0,0,Check-Out,8/10/2015,Mark Williams,Mark_Williams86@xfinity.com,114-150-8445,************1818
134,0,1,Check-Out,8/10/2015,Nathaniel Lewis,NLewis84@verizon.com,669-909-5201,************4758
207,0,2,Canceled,8/1/2015,Toni Watkins,Watkins_Toni87@verizon.com,498-324-5863,************7077
211.5,0,1,Canceled,7/30/2015,Marie Mitchell,MMitchell@protonmail.com,400-376-9213,************5286
210.33,1,2,Check-Out,8/12/2015,Helen Pierce,Helen_P@protonmail.com,297-405-9734,************1749
211,0,1,Check-Out,8/13/2015,Tommy Brown,Brown_Tommy@comcast.net,955-290-5243,************5694
154,0,0,Check-Out,8/13/2015,Matthew Phillips,Matthew_P@comcast.net,423-681-4059,************2610
145.4,0,0,Canceled,6/22/2015,Lisa Johnson,LJohnson60@protonmail.com,752-349-7608,************2047
101.25,0,0,Canceled,4/6/2015,David Hernandez,Hernandez_David@zoho.com,970-378-4358,************2253
179.38,0,0,Check-Out,8/15/2015,Tracy Stewart,Stewart.Tracy60@protonmail.com,611-327-4624,************8354
166,0,2,Canceled,5/27/2015,Christina Collins,Christina_Collins@yandex.com,629-364-3798,************4977
202,0,2,Canceled,7/17/2015,Katherine Parsons,KatherineParsons@gmail.com,837-549-5190,************5190
172,0,2,Canceled,7/17/2015,Christian Bailey,Christian.Bailey@gmail.com,880-193-6472,************5125
277,1,1,Check-Out,8/15/2015,Mr. William Bell,Mr..B@mail.com,401-188-7246,credit_card
